inst#,predicted,prediction,REVIEW-ID,CLASS
930,positive,0.7,61761,positive
931,negative,0.78,36247,negative
932,positive,0.39,2439,positive
933,positive,0.75,25731,positive
934,negative,0.79,12997,negative
935,negative,0.66,36353,negative
936,positive,0.64,34888,positive
937,negative,0.67,1047,negative
938,positive,0.83,24564,positive
939,neutral,0.395,12351,neutral
940,positive,0.71,67015,positive
941,positive,0.52,34924,positive
942,positive,0.88,6768,positive
943,positive,0.51,1277,positive
944,positive,0.64,68313,positive
945,positive,0.62,19387,positive
946,positive,0.5,45615,positive
947,positive,0.68,49860,positive
948,positive,0.55,66633,positive
949,negative,0.67,9654,negative
950,positive,0.73,61698,positive
951,positive,0.55,63049,positive
952,positive,0.93,52160,positive
953,negative,0.57,63445,negative
954,positive,0.48,59819,positive
955,positive,0.89,64974,positive
956,negative,0.4,51639,negative
957,positive,0.39,48285,positive
958,positive,0.52,38887,positive
959,positive,0.77,49566,positive
960,negative,0.56,10922,negative
961,positive,0.38,41233,positive
962,positive,0.75,54278,positive
963,positive,0.45,70147,positive
964,positive,0.46,15453,positive
965,positive,0.609,24781,positive
966,negative,0.46,15915,negative
967,positive,0.84,20901,positive
968,positive,0.73,63241,positive
969,positive,0.86,34793,positive
970,negative,0.49,26697,negative
971,positive,0.87,53763,positive
972,positive,0.46,53790,positive
973,positive,0.6,34779,positive
974,positive,0.49,24679,positive
975,positive,0.65,37196,positive
976,positive,0.51,45299,positive
977,positive,0.5,48386,positive
978,positive,0.61,14837,positive
979,negative,0.56,34257,negative
980,positive,0.72,10956,positive
981,negative,0.54,35975,negative
982,positive,0.74,19576,positive
983,positive,0.51,47061,positive
984,negative,0.43,45760,negative
985,positive,0.51,56150,positive
986,positive,0.89,61784,positive
987,positive,0.76,12328,positive
988,positive,0.48,49523,positive
989,positive,0.74,4464,positive
990,positive,0.77,62472,positive
991,positive,0.67,39050,positive
992,positive,0.88,2044,positive
993,positive,0.42,49547,positive
994,positive,0.48,48152,positive
995,positive,0.74,6928,positive
996,positive,0.62,4431,positive
997,positive,0.63,22036,positive
998,positive,0.86,59352,positive
999,positive,0.77,45974,positive
1000,positive,0.45,46827,positive
1001,positive,0.92,23700,positive
1002,positive,0.67,20940,positive
1003,negative,0.73,8496,negative
1004,positive,0.8,60117,positive
1005,positive,0.78,10232,positive
1006,negative,0.7,32371,negative
1007,negative,0.53,27988,negative
1008,positive,0.69,59766,positive
1009,positive,0.609,24276,positive
1010,negative,0.39,11657,negative
1011,positive,0.63,47056,positive
1012,negative,0.45,15824,negative
1013,positive,0.54,9684,positive
1014,positive,0.75,59310,positive
1015,negative,0.66,57840,negative
1016,negative,0.48,52485,negative
1017,positive,0.9,60906,positive
1018,positive,0.63,47532,positive
1019,positive,0.35,4915,positive
1020,negative,0.48,8525,negative
1021,negative,0.55,28250,negative
1022,positive,0.95,36142,positive
1023,negative,0.75,37262,negative
1024,negative,0.53,42323,negative
1025,negative,0.84,30360,negative
1026,positive,0.42,54562,positive
1027,negative,0.56,19040,negative
1028,positive,0.62,33302,positive
1029,positive,0.6,7794,positive
1030,positive,0.51,48493,positive
1031,positive,0.68,71543,positive
1032,negative,0.71,21596,negative
1033,positive,0.69,41133,positive
1034,positive,0.39,38475,positive
1035,negative,0.72,29150,negative
1036,negative,0.59,26816,negative
1037,negative,0.554,36907,negative
1038,positive,0.47,47210,positive
1039,neutral,0.4,65488,neutral
1040,negative,0.56,51636,negative
1041,negative,0.74,52053,negative
1042,positive,0.78,29062,positive
1043,negative,0.47,37937,negative
1044,negative,0.5,40555,negative
1045,negative,0.39,23397,negative
1046,positive,0.49,35637,positive
1047,positive,0.88,43127,positive
1048,negative,0.37,44946,negative
1049,positive,0.57,70806,positive
1050,negative,0.78,37265,negative
1051,positive,0.58,34061,positive
1052,negative,0.58,3629,negative
1053,positive,0.6,35790,positive
1054,positive,0.95,7488,positive
1055,positive,0.64,34348,positive
1056,positive,0.76,71154,positive
1057,positive,0.48,5989,positive
1058,positive,0.49,28497,positive
1059,positive,0.65,59912,positive
1060,negative,0.63,17451,negative
1061,positive,0.56,62893,positive
1062,negative,0.73,36656,negative
1063,negative,0.69,40253,negative
1064,positive,0.58,19768,positive
1065,positive,0.91,34681,positive
1066,positive,0.71,20444,positive
1067,positive,0.63,10945,positive
1068,positive,0.64,49810,positive
1069,positive,0.41,10383,positive
1070,positive,0.89,60509,positive
1071,positive,0.82,63475,positive
1072,positive,0.79,52473,positive
1073,positive,0.79,228,positive
1074,positive,0.91,62789,positive
1075,positive,0.69,28116,positive
1076,negative,0.54,22816,negative
1077,positive,0.64,37692,positive
1078,positive,0.54,43999,positive
1079,positive,0.44,9759,positive
1080,negative,0.5,29263,negative
1081,negative,0.46,33303,negative
1082,positive,0.55,29886,positive
1083,positive,0.84,55658,positive
1084,positive,0.49,39112,positive
1085,positive,0.69,15917,positive
1086,negative,0.57,23716,negative
1087,positive,0.57,67710,positive
1088,positive,0.44,58236,positive
1089,negative,0.61,53919,negative
1090,negative,0.58,38303,negative
1091,positive,0.78,67792,positive
1092,positive,0.89,67055,positive
1093,positive,0.72,8003,positive
1094,negative,0.53,26702,negative
1095,positive,0.97,58613,positive
1096,positive,0.69,60500,positive
1097,neutral,0.39,3594,neutral
1098,negative,0.76,41731,negative
1099,positive,0.45,11969,positive
1100,positive,0.68,33899,positive
1101,positive,0.5,61981,positive
1102,positive,0.66,31771,positive
1103,negative,0.65,4591,negative
1104,negative,0.53,51867,negative
1105,positive,0.36,1365,positive
1106,positive,0.39,39414,positive
1107,positive,0.9,31200,positive
1108,positive,0.6,10437,positive
1109,positive,0.92,63471,positive
1110,positive,0.84,43295,positive
1111,positive,0.56,19248,positive
1112,negative,0.68,19536,negative
1113,negative,0.46,12466,negative
1114,positive,0.81,13360,positive
1115,positive,0.56,37814,positive
1116,positive,0.8,46104,positive
1117,positive,0.81,35700,positive
1118,positive,0.82,64548,positive
1119,positive,0.45,51294,positive
1120,positive,0.88,60246,positive
1121,negative,0.52,6947,negative
1122,positive,0.58,42409,positive
1123,positive,0.47,31548,positive
1124,positive,0.53,44938,positive
1125,positive,0.6,10058,positive
1126,positive,0.42,53877,positive
1127,positive,0.71,47494,positive
1128,negative,0.43,11212,negative
1129,negative,0.58,36567,negative
1130,positive,0.61,55681,positive
1131,positive,0.512,41535,positive
1132,positive,0.76,4450,positive
1133,positive,0.65,57718,positive
1134,positive,0.53,21238,positive
1135,negative,0.58,21691,negative
1136,negative,0.43,40639,negative
1137,negative,0.48,19617,negative
1138,positive,0.54,39547,positive
1139,positive,0.64,59361,positive
1140,positive,0.4,44441,positive
1141,positive,0.69,64561,positive
1142,negative,0.48,38897,negative
1143,positive,0.42,36421,positive
1144,positive,0.41,10703,positive
1145,negative,0.52,4339,negative
1146,negative,0.62,41237,negative
1147,negative,0.45,37981,negative
1148,positive,0.54,52277,positive
1149,positive,0.609,24210,positive
1150,positive,0.72,57206,positive
1151,positive,0.59,68338,positive
1152,positive,0.78,6537,positive
1153,positive,0.74,63155,positive
1154,positive,0.7,68816,positive
1155,positive,0.75,12344,positive
1156,negative,0.52,10132,negative
1157,positive,0.57,13844,positive
1158,positive,0.68,44324,positive
1159,negative,0.46,41814,negative
1160,positive,0.74,23452,positive
1161,positive,0.59,43769,positive
1162,negative,0.77,51598,negative
1163,positive,0.55,45823,positive
1164,positive,0.77,34786,positive
1165,positive,0.39,39573,positive
1166,positive,0.95,14866,positive
1167,positive,0.71,68683,positive
1168,positive,0.44,6752,positive
1169,positive,0.78,54072,positive
1170,positive,0.58,36682,positive
1171,positive,0.84,34509,positive
1172,negative,0.34,47841,negative
1173,negative,0.71,8629,negative
1174,positive,0.81,9983,positive
1175,positive,0.74,7491,positive
1176,positive,0.54,50895,positive
1177,negative,0.67,8101,negative
1178,positive,0.46,70836,positive
1179,positive,0.53,42415,positive
1180,negative,0.53,40552,negative
1181,positive,0.87,6977,positive
1182,positive,0.62,61671,positive
1183,positive,0.7,906,positive
1184,positive,0.776,28998,positive
1185,negative,0.35,25213,negative
1186,positive,0.54,41416,positive
1187,negative,0.47,65963,negative
1188,positive,0.51,61525,positive
1189,negative,0.92,64785,negative
1190,positive,0.59,27232,positive
1191,positive,0.46,47951,positive
1192,positive,0.76,13910,positive
1193,positive,0.38,27807,positive
1194,positive,0.49,56533,positive
1195,positive,0.53,30784,positive
1196,positive,0.88,25520,positive
1197,positive,0.57,50480,positive
1198,positive,0.52,25443,positive
1199,positive,0.75,60931,positive
1200,positive,0.68,63292,positive
1201,positive,0.94,31287,positive
1202,positive,0.81,70800,positive
1203,negative,0.41,52786,negative
1204,positive,0.75,69589,positive
1205,positive,0.49,30416,positive
1206,positive,0.61,62846,positive
1207,negative,0.6,43032,negative
1208,positive,0.6,46708,positive
1209,negative,0.5,12524,negative
1210,negative,0.53,37405,negative
1211,positive,0.6,61812,positive
1212,positive,0.6,35293,positive
1213,positive,0.57,64980,positive
1214,positive,0.92,67855,positive
1215,positive,0.49,67011,positive
1216,positive,0.79,41668,positive
1217,negative,0.54,38179,negative
1218,positive,0.68,25011,positive
1219,positive,0.49,66725,positive
1220,positive,0.8,42676,positive
1221,positive,0.38,47378,positive
1222,positive,0.56,7955,positive
1223,positive,0.77,11048,positive
1224,neutral,0.36,29503,neutral
1225,positive,0.83,38668,positive
1226,positive,0.84,18795,positive
1227,negative,0.86,14502,negative
1228,positive,0.58,57404,positive
1229,positive,0.55,42283,positive
1230,positive,0.53,54270,positive
1231,positive,0.84,31868,positive
1232,neutral,0.36,15254,neutral
1233,positive,0.47,23214,positive
1234,negative,0.53,22195,negative
1235,positive,0.53,53121,positive
1236,positive,0.56,12688,positive
1237,positive,0.85,8736,positive
1238,positive,0.7,22021,positive
1239,negative,0.46,40030,negative
1240,positive,0.89,31750,positive
1241,positive,0.55,55327,positive
1242,negative,0.46,52671,negative
1243,positive,0.75,59767,positive
1244,positive,0.9,57095,positive
1245,positive,0.44,40332,positive
1246,positive,0.83,59211,positive
1247,positive,0.61,46577,positive
1248,positive,0.67,44850,positive
1249,positive,0.75,53580,positive
1250,positive,0.47,5977,positive
1251,neutral,0.39,40125,neutral
1252,positive,0.78,41691,positive
1253,negative,0.53,59029,negative
1254,positive,0.89,4918,positive
1255,positive,0.9,17940,positive
1256,positive,0.64,63259,positive
1257,positive,0.59,64929,positive
1258,positive,0.89,1225,positive
1259,positive,0.59,5664,positive
1260,positive,0.41,24718,positive
1261,positive,0.8,16607,positive
1262,negative,0.52,17270,negative
1263,positive,0.48,68453,positive
1264,positive,0.48,50528,positive
1265,positive,0.73,59342,positive
1266,positive,0.75,59681,positive
1267,positive,0.68,47819,positive
1268,positive,0.8,4725,positive
1269,negative,0.744,58121,negative
1270,positive,0.79,34977,positive
1271,negative,0.62,34284,negative
1272,positive,0.65,40587,positive
1273,positive,0.43,23287,positive
1274,positive,0.75,69962,positive
1275,positive,0.85,62596,positive
1276,positive,0.51,22629,positive
1277,positive,0.81,70885,positive
1278,positive,0.55,21309,positive
1279,positive,0.54,44065,positive
1280,positive,0.6,33155,positive
1281,positive,0.65,30996,positive
1282,negative,0.63,64857,negative
1283,positive,0.41,50941,positive
1284,positive,0.38,50593,positive
1285,negative,0.92,32263,negative
1286,negative,0.5,64212,negative
1287,negative,0.47,26924,negative
1288,negative,0.55,65368,negative
1289,positive,0.87,29042,positive
1290,negative,0.53,65629,negative
1291,positive,0.42,1424,positive
1292,positive,0.62,7721,positive
1293,positive,0.68,7842,positive
1294,positive,0.81,50494,positive
1295,negative,0.54,62120,negative
1296,positive,0.94,7641,positive
1297,positive,0.79,56114,positive
1298,negative,0.44,53962,negative
1299,positive,0.78,15311,positive
1300,positive,0.88,70525,positive
1301,positive,0.65,57063,positive
1302,positive,0.85,7186,positive
1303,positive,0.46,47241,positive
1304,positive,0.7,35306,positive
1305,positive,0.58,69601,positive
1306,positive,0.76,14551,positive
1307,positive,0.64,63219,positive
1308,positive,0.71,69170,positive
1309,positive,0.82,11555,positive
1310,negative,0.58,6195,negative
1311,positive,0.87,60549,positive
1312,positive,0.52,67715,positive
1313,positive,0.6,7655,positive
1314,negative,0.43,29680,negative
1315,positive,0.68,44215,positive
1316,positive,0.79,38197,positive
1317,positive,0.4,11338,positive
1318,negative,0.51,59436,negative
1319,positive,0.51,31062,positive
1320,positive,0.71,38325,positive
1321,positive,0.52,37357,positive
1322,negative,0.55,30201,negative
1323,negative,0.74,29141,negative
1324,neutral,0.4,3291,neutral
1325,negative,0.59,7710,negative
1326,positive,0.76,57306,positive
1327,negative,0.75,53691,negative
1328,positive,0.55,70767,positive
1329,positive,0.66,9294,positive
1330,positive,0.68,21993,positive
1331,positive,0.79,35165,positive
1332,positive,0.72,19434,positive
1333,positive,0.44,41325,positive
1334,positive,0.57,53057,positive
1335,positive,0.52,27249,positive
1336,negative,0.52,11068,negative
1337,negative,0.46,11151,negative
1338,positive,0.594,47782,positive
1339,positive,0.61,68782,positive
1340,negative,0.8,9113,negative
1341,positive,0.82,69386,positive
1342,positive,0.83,59728,positive
1343,positive,0.76,35645,positive
1344,positive,0.79,63758,positive
1345,positive,0.53,31337,positive
1346,positive,0.64,21908,positive
1347,negative,0.42,36224,negative
1348,positive,0.8,2501,positive
1349,negative,0.38,6174,negative
1350,positive,0.7,30885,positive
1351,positive,0.85,69952,positive
1352,positive,0.84,52397,positive
1353,positive,0.96,34900,positive
1354,positive,0.87,69587,positive
1355,positive,0.53,55242,positive
1356,negative,0.94,40441,negative
1357,negative,0.82,64202,negative
1358,positive,0.54,31581,positive
1359,positive,0.48,9396,positive
1360,positive,0.99,56989,positive
1361,positive,0.92,62806,positive
1362,positive,0.7,6269,positive
1363,positive,0.57,4103,positive
1364,positive,0.64,11794,positive
1365,negative,0.56,58334,negative
