=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     final_test_3
Instances:    10000
Attributes:   659
              [list of attributes omitted]
Test mode:    evaluate on training data

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 63.73 seconds

=== Predictions on training set ===

inst#,actual,predicted,error,prediction
799,1:positive,1:positive,,0.94
800,1:positive,1:positive,,0.9
801,2:negative,2:negative,,0.78
802,1:positive,1:positive,,0.78
803,2:negative,2:negative,,0.84
804,1:positive,1:positive,,0.98
805,1:positive,1:positive,,0.98
806,1:positive,1:positive,,0.97
807,1:positive,1:positive,,0.86
808,1:positive,1:positive,,0.97
809,1:positive,1:positive,,0.92
810,1:positive,1:positive,,0.98
811,1:positive,1:positive,,0.96
812,2:negative,2:negative,,0.95
813,1:positive,1:positive,,0.99
814,1:positive,1:positive,,0.96
815,2:negative,2:negative,,0.81
816,2:negative,2:negative,,0.9
817,1:positive,1:positive,,0.96
818,1:positive,1:positive,,0.92
819,1:positive,1:positive,,0.89
820,1:positive,1:positive,,0.96
821,1:positive,1:positive,,0.94
822,1:positive,1:positive,,0.97
823,2:negative,2:negative,,0.91
824,1:positive,1:positive,,1
825,2:negative,2:negative,,0.94
826,1:positive,1:positive,,0.98
827,1:positive,1:positive,,1
828,3:neutral,3:neutral,,0.62
829,2:negative,2:negative,,0.93
830,1:positive,1:positive,,0.94
831,2:negative,2:negative,,0.86
832,1:positive,1:positive,,0.93
833,1:positive,1:positive,,0.95
834,1:positive,1:positive,,0.9
835,2:negative,2:negative,,0.84
836,1:positive,1:positive,,0.91
837,1:positive,1:positive,,0.95
838,2:negative,2:negative,,0.9
839,2:negative,2:negative,,0.71
840,1:positive,1:positive,,0.78
841,1:positive,1:positive,,0.96
842,2:negative,2:negative,,0.9
843,1:positive,1:positive,,0.96
844,3:neutral,3:neutral,,0.6
845,1:positive,1:positive,,0.91
846,2:negative,2:negative,,0.77
847,1:positive,1:positive,,0.98
848,1:positive,1:positive,,0.95
849,1:positive,1:positive,,0.89
850,1:positive,1:positive,,0.99
851,1:positive,1:positive,,0.96
852,1:positive,1:positive,,0.96
853,2:negative,2:negative,,0.89
854,1:positive,1:positive,,0.94
855,1:positive,1:positive,,0.9
856,1:positive,1:positive,,0.95
857,2:negative,2:negative,,0.8
858,1:positive,1:positive,,1
859,1:positive,1:positive,,0.93
860,1:positive,1:positive,,0.96
861,1:positive,1:positive,,0.94
862,1:positive,1:positive,,0.88
863,1:positive,1:positive,,0.9
864,2:negative,2:negative,,0.83
865,1:positive,1:positive,,0.98
866,1:positive,1:positive,,1
867,1:positive,1:positive,,0.89
868,1:positive,1:positive,,1
869,1:positive,1:positive,,0.98
870,1:positive,1:positive,,0.82
871,2:negative,2:negative,,0.74
872,2:negative,2:negative,,0.85
873,2:negative,2:negative,,0.73
874,1:positive,1:positive,,0.97
875,1:positive,1:positive,,0.98
876,1:positive,1:positive,,0.92
877,1:positive,1:positive,,0.98
878,1:positive,1:positive,,1
879,1:positive,1:positive,,0.97
880,1:positive,1:positive,,0.86
881,1:positive,1:positive,,0.96
882,2:negative,2:negative,,0.83
883,2:negative,2:negative,,0.74
884,1:positive,1:positive,,0.96
885,1:positive,1:positive,,0.95
886,1:positive,1:positive,,0.88
887,1:positive,1:positive,,0.99
888,1:positive,1:positive,,0.93
889,1:positive,1:positive,,0.94
890,1:positive,1:positive,,0.94
891,1:positive,1:positive,,0.95
892,2:negative,2:negative,,0.81
893,1:positive,1:positive,,0.93
894,1:positive,1:positive,,0.91
895,2:negative,2:negative,,0.82
896,1:positive,1:positive,,0.95
897,1:positive,1:positive,,0.95
898,2:negative,2:negative,,0.97
899,2:negative,2:negative,,0.7
900,1:positive,1:positive,,0.97
901,1:positive,1:positive,,0.92
902,1:positive,1:positive,,0.98
903,1:positive,1:positive,,0.97
904,1:positive,1:positive,,0.98
905,1:positive,1:positive,,0.99
906,1:positive,1:positive,,0.93
907,1:positive,1:positive,,0.91
908,1:positive,1:positive,,0.93
909,1:positive,1:positive,,0.97
910,1:positive,1:positive,,0.85
911,1:positive,1:positive,,0.96
912,1:positive,1:positive,,0.96
913,1:positive,1:positive,,1
914,1:positive,1:positive,,0.9
915,1:positive,1:positive,,0.96
916,1:positive,1:positive,,0.95
917,1:positive,1:positive,,0.99
918,1:positive,1:positive,,0.99
919,1:positive,1:positive,,0.96
920,1:positive,1:positive,,0.97
921,1:positive,1:positive,,0.95
922,2:negative,2:negative,,0.98
923,1:positive,1:positive,,0.92
924,1:positive,1:positive,,1
925,1:positive,1:positive,,0.9
926,2:negative,2:negative,,0.87
927,1:positive,1:positive,,0.91
928,2:negative,2:negative,,0.78
929,1:positive,1:positive,,1
930,1:positive,1:positive,,0.91
931,2:negative,2:negative,,0.93
932,1:positive,1:positive,,0.93
933,1:positive,1:positive,,0.98
934,2:negative,2:negative,,0.82
935,2:negative,2:negative,,0.74
936,1:positive,1:positive,,0.96
937,2:negative,2:negative,,0.91
938,1:positive,1:positive,,0.94
939,3:neutral,3:neutral,,0.7
940,1:positive,1:positive,,0.98
941,1:positive,1:positive,,0.89
942,1:positive,1:positive,,1
943,1:positive,1:positive,,0.9
944,1:positive,1:positive,,0.9
945,1:positive,1:positive,,0.9
946,1:positive,1:positive,,0.98
947,1:positive,1:positive,,0.98
948,1:positive,1:positive,,0.96
949,2:negative,2:negative,,0.9
950,1:positive,1:positive,,1
951,1:positive,1:positive,,0.94
952,1:positive,1:positive,,0.98
953,2:negative,2:negative,,0.86
954,1:positive,1:positive,,0.9
955,1:positive,1:positive,,0.96
956,2:negative,2:negative,,0.76
957,1:positive,1:positive,,0.92
958,1:positive,1:positive,,0.86
959,1:positive,1:positive,,0.97
960,2:negative,2:negative,,0.74
961,1:positive,1:positive,,0.88
962,1:positive,1:positive,,1
963,1:positive,1:positive,,0.92
964,1:positive,1:positive,,0.87
965,1:positive,1:positive,,1
966,2:negative,2:negative,,0.71
967,1:positive,1:positive,,0.99
968,1:positive,1:positive,,0.96
969,1:positive,1:positive,,0.94
970,2:negative,2:negative,,0.85
971,1:positive,1:positive,,0.96
972,1:positive,1:positive,,0.94
973,1:positive,1:positive,,0.93
974,1:positive,1:positive,,0.87
975,1:positive,1:positive,,0.94
976,1:positive,1:positive,,0.92
977,1:positive,1:positive,,0.92
978,1:positive,1:positive,,0.94
979,2:negative,2:negative,,0.77
980,1:positive,1:positive,,0.93
981,2:negative,2:negative,,0.81
982,1:positive,1:positive,,0.98
983,1:positive,1:positive,,0.92
984,2:negative,2:negative,,0.72
985,1:positive,1:positive,,0.87
986,1:positive,1:positive,,1
987,1:positive,1:positive,,0.95
988,1:positive,1:positive,,0.92
989,1:positive,1:positive,,0.89
990,1:positive,1:positive,,0.99
991,1:positive,1:positive,,0.95
992,1:positive,1:positive,,1
993,1:positive,1:positive,,0.94
994,1:positive,1:positive,,0.95
995,1:positive,1:positive,,0.97
996,1:positive,1:positive,,0.98
997,1:positive,1:positive,,0.98
998,1:positive,1:positive,,0.98
999,1:positive,1:positive,,0.98
1000,1:positive,1:positive,,0.93
1001,1:positive,1:positive,,0.99
1002,1:positive,1:positive,,0.93
1003,2:negative,2:negative,,0.86
1004,1:positive,1:positive,,0.89
1005,1:positive,1:positive,,0.99
1006,2:negative,2:negative,,0.94
1007,2:negative,2:negative,,0.87
1008,1:positive,1:positive,,0.91
1009,1:positive,1:positive,,1
1010,2:negative,2:negative,,0.8
1011,1:positive,1:positive,,0.98
1012,2:negative,2:negative,,0.8
1013,1:positive,1:positive,,0.95
1014,1:positive,1:positive,,0.96
1015,2:negative,2:negative,,0.93
1016,2:negative,2:negative,,0.79
1017,1:positive,1:positive,,0.98
1018,1:positive,1:positive,,0.99
1019,1:positive,1:positive,,0.91
1020,2:negative,2:negative,,0.72
1021,2:negative,2:negative,,0.76
1022,1:positive,1:positive,,0.99
1023,2:negative,2:negative,,0.9
1024,2:negative,2:negative,,0.75
1025,2:negative,2:negative,,0.92
1026,1:positive,1:positive,,0.93
1027,2:negative,2:negative,,0.84
1028,1:positive,1:positive,,0.85
1029,1:positive,1:positive,,0.97
1030,1:positive,1:positive,,0.97
1031,1:positive,1:positive,,0.96
1032,2:negative,2:negative,,0.92
1033,1:positive,1:positive,,0.93
1034,1:positive,1:positive,,0.87
1035,2:negative,2:negative,,0.9
1036,2:negative,2:negative,,0.81
1037,2:negative,2:negative,,0.86
1038,1:positive,1:positive,,0.98
1039,3:neutral,3:neutral,,0.68
1040,2:negative,2:negative,,0.89
1041,2:negative,2:negative,,0.93
1042,1:positive,1:positive,,0.98
1043,2:negative,2:negative,,0.79
1044,2:negative,2:negative,,0.77
1045,2:negative,2:negative,,0.79
1046,1:positive,1:positive,,0.87
1047,1:positive,1:positive,,0.98
1048,2:negative,2:negative,,0.67
1049,1:positive,1:positive,,0.84
1050,2:negative,2:negative,,0.82
1051,1:positive,1:positive,,0.94
1052,2:negative,2:negative,,0.82
1053,1:positive,1:positive,,0.97
1054,1:positive,1:positive,,0.99
1055,1:positive,1:positive,,0.89
1056,1:positive,1:positive,,0.97
1057,1:positive,1:positive,,0.93
1058,1:positive,1:positive,,0.86
1059,1:positive,1:positive,,0.89
1060,2:negative,2:negative,,0.87
1061,1:positive,1:positive,,0.93
1062,2:negative,2:negative,,0.82
1063,2:negative,2:negative,,0.88
1064,1:positive,1:positive,,0.88
1065,1:positive,1:positive,,0.98
1066,1:positive,1:positive,,0.97
1067,1:positive,1:positive,,0.96
1068,1:positive,1:positive,,0.99
1069,1:positive,1:positive,,0.91
1070,1:positive,1:positive,,0.94
1071,1:positive,1:positive,,0.93
1072,1:positive,1:positive,,0.96
1073,1:positive,1:positive,,0.97
1074,1:positive,1:positive,,1
1075,1:positive,1:positive,,0.92
1076,2:negative,2:negative,,0.77
1077,1:positive,1:positive,,0.92
1078,1:positive,1:positive,,0.94
1079,1:positive,1:positive,,0.92
1080,2:negative,2:negative,,0.91
1081,2:negative,2:negative,,0.81
1082,1:positive,1:positive,,0.86
1083,1:positive,1:positive,,0.99
1084,1:positive,1:positive,,0.93
1085,1:positive,1:positive,,0.98
1086,2:negative,2:negative,,0.82
1087,1:positive,1:positive,,0.93
1088,1:positive,1:positive,,0.95
1089,2:negative,2:negative,,0.78
1090,2:negative,2:negative,,0.83
1091,1:positive,1:positive,,0.92
1092,1:positive,1:positive,,1
1093,1:positive,1:positive,,0.95
1094,2:negative,2:negative,,0.88
1095,1:positive,1:positive,,1
1096,1:positive,1:positive,,0.91
1097,3:neutral,3:neutral,,0.66
1098,2:negative,2:negative,,0.9
1099,1:positive,1:positive,,0.85
1100,1:positive,1:positive,,0.95
1101,1:positive,1:positive,,0.95
1102,1:positive,1:positive,,0.95
1103,2:negative,2:negative,,0.92
1104,2:negative,2:negative,,0.84
1105,1:positive,1:positive,,0.84
1106,1:positive,1:positive,,0.89
1107,1:positive,1:positive,,1
1108,1:positive,1:positive,,0.92
1109,1:positive,1:positive,,1
1110,1:positive,1:positive,,0.99
1111,1:positive,1:positive,,0.92
1112,2:negative,2:negative,,0.89
1113,2:negative,2:negative,,0.69
1114,1:positive,1:positive,,0.98
1115,1:positive,1:positive,,0.92
1116,1:positive,1:positive,,0.98
1117,1:positive,1:positive,,0.98
1118,1:positive,1:positive,,1
1119,1:positive,1:positive,,0.87
1120,1:positive,1:positive,,0.99
1121,2:negative,2:negative,,0.72
1122,1:positive,1:positive,,0.98
1123,1:positive,1:positive,,0.85
1124,1:positive,1:positive,,0.87
1125,1:positive,1:positive,,0.93
1126,1:positive,1:positive,,0.94
1127,1:positive,1:positive,,0.95
1128,2:negative,2:negative,,0.8
1129,2:negative,2:negative,,0.8
1130,1:positive,1:positive,,0.93
1131,1:positive,1:positive,,0.85
1132,1:positive,1:positive,,0.99
1133,1:positive,1:positive,,0.99
1134,1:positive,1:positive,,0.94
1135,2:negative,2:negative,,0.86
1136,2:negative,2:negative,,0.8
1137,2:negative,2:negative,,0.78
1138,1:positive,1:positive,,0.86
1139,1:positive,1:positive,,0.92
1140,1:positive,1:positive,,0.84
1141,1:positive,1:positive,,1
1142,2:negative,2:negative,,0.79
1143,1:positive,1:positive,,0.92
1144,1:positive,1:positive,,0.84
1145,2:negative,2:negative,,0.8
1146,2:negative,2:negative,,0.89
1147,2:negative,2:negative,,0.8
1148,1:positive,1:positive,,0.89
1149,1:positive,1:positive,,1
1150,1:positive,1:positive,,0.98
1151,1:positive,1:positive,,0.97
1152,1:positive,1:positive,,0.96
1153,1:positive,1:positive,,0.94
1154,1:positive,1:positive,,0.98
1155,1:positive,1:positive,,0.99
1156,2:negative,2:negative,,0.78
1157,1:positive,1:positive,,0.94
1158,1:positive,1:positive,,0.98
1159,2:negative,2:negative,,0.86
1160,1:positive,1:positive,,0.98
1161,1:positive,1:positive,,0.96
1162,2:negative,2:negative,,0.92
1163,1:positive,1:positive,,0.96
1164,1:positive,1:positive,,0.95
1165,1:positive,1:positive,,0.84
1166,1:positive,1:positive,,1
1167,1:positive,1:positive,,0.99
1168,1:positive,1:positive,,0.87
1169,1:positive,1:positive,,0.98
1170,1:positive,1:positive,,0.93
1171,1:positive,1:positive,,0.99
1172,2:negative,2:negative,,0.69
1173,2:negative,2:negative,,0.86
1174,1:positive,1:positive,,1
1175,1:positive,1:positive,,0.94
1176,1:positive,1:positive,,0.98
1177,2:negative,2:negative,,0.86
1178,1:positive,1:positive,,0.85
1179,1:positive,1:positive,,0.94
1180,2:negative,2:negative,,0.82
1181,1:positive,1:positive,,1
1182,1:positive,1:positive,,0.96
1183,1:positive,1:positive,,0.93
1184,1:positive,1:positive,,0.92
1185,2:negative,2:negative,,0.75
1186,1:positive,1:positive,,0.93
1187,2:negative,2:negative,,0.69
1188,1:positive,1:positive,,0.98
1189,2:negative,2:negative,,0.94
1190,1:positive,1:positive,,0.96
1191,1:positive,1:positive,,0.87
1192,1:positive,1:positive,,0.97
1193,1:positive,1:positive,,0.88
1194,1:positive,1:positive,,0.93
1195,1:positive,1:positive,,0.89
1196,1:positive,1:positive,,0.97
1197,1:positive,1:positive,,0.98
1198,1:positive,1:positive,,0.87
1199,1:positive,1:positive,,0.99
1200,1:positive,1:positive,,1
1201,1:positive,1:positive,,0.99
1202,1:positive,1:positive,,0.98
1203,2:negative,2:negative,,0.78
1204,1:positive,1:positive,,0.99
1205,1:positive,1:positive,,0.78
1206,1:positive,1:positive,,0.94
1207,2:negative,2:negative,,0.9
1208,1:positive,1:positive,,0.96
1209,2:negative,2:negative,,0.69
1210,2:negative,2:negative,,0.91
1211,1:positive,1:positive,,0.94
1212,1:positive,1:positive,,0.97
1213,1:positive,1:positive,,0.89
1214,1:positive,1:positive,,1
1215,1:positive,1:positive,,0.86
1216,1:positive,1:positive,,0.99
1217,2:negative,2:negative,,0.87
1218,1:positive,1:positive,,0.91
1219,1:positive,1:positive,,0.9
1220,1:positive,1:positive,,0.98
1221,1:positive,1:positive,,0.88
1222,1:positive,1:positive,,0.96
1223,1:positive,1:positive,,0.97
1224,3:neutral,3:neutral,,0.68
1225,1:positive,1:positive,,0.99
1226,1:positive,1:positive,,0.99
1227,2:negative,2:negative,,0.92
1228,1:positive,1:positive,,0.95
1229,1:positive,1:positive,,0.92
1230,1:positive,1:positive,,0.91
1231,1:positive,1:positive,,0.94
1232,3:neutral,3:neutral,,0.68
1233,1:positive,1:positive,,0.94
1234,2:negative,2:negative,,0.73
1235,1:positive,1:positive,,0.99
1236,1:positive,1:positive,,0.94
1237,1:positive,1:positive,,0.99
1238,1:positive,1:positive,,0.97
1239,2:negative,2:negative,,0.78
1240,1:positive,1:positive,,0.99
1241,1:positive,1:positive,,0.87
1242,2:negative,2:negative,,0.81
1243,1:positive,1:positive,,0.99
1244,1:positive,1:positive,,0.99
1245,1:positive,1:positive,,0.93
1246,1:positive,1:positive,,0.98
1247,1:positive,1:positive,,0.98
1248,1:positive,1:positive,,0.96
1249,1:positive,1:positive,,0.94
1250,1:positive,1:positive,,0.89
1251,3:neutral,3:neutral,,0.67
1252,1:positive,1:positive,,0.93
1253,2:negative,2:negative,,0.85
1254,1:positive,1:positive,,0.96
1255,1:positive,1:positive,,0.94
1256,1:positive,1:positive,,0.98
1257,1:positive,1:positive,,0.87
1258,1:positive,1:positive,,0.99
1259,1:positive,1:positive,,0.99
1260,1:positive,1:positive,,0.86
1261,1:positive,1:positive,,0.97
1262,2:negative,2:negative,,0.78
1263,1:positive,1:positive,,0.85
1264,1:positive,1:positive,,0.9
1265,1:positive,1:positive,,0.95
1266,1:positive,1:positive,,0.97
1267,1:positive,1:positive,,0.99
1268,1:positive,1:positive,,0.99
1269,2:negative,2:negative,,0.93
1270,1:positive,1:positive,,0.95
1271,2:negative,2:negative,,0.92
1272,1:positive,1:positive,,0.96
1273,1:positive,1:positive,,0.91
1274,1:positive,1:positive,,0.93
1275,1:positive,1:positive,,0.99
1276,1:positive,1:positive,,0.92
1277,1:positive,1:positive,,0.99
1278,1:positive,1:positive,,0.89
1279,1:positive,1:positive,,0.85
1280,1:positive,1:positive,,0.98
1281,1:positive,1:positive,,0.92
1282,2:negative,2:negative,,0.89
1283,1:positive,1:positive,,0.93
1284,1:positive,1:positive,,0.95
1285,2:negative,2:negative,,0.98
1286,2:negative,2:negative,,0.8
1287,2:negative,2:negative,,0.81
1288,2:negative,2:negative,,0.81
1289,1:positive,1:positive,,0.99
1290,2:negative,2:negative,,0.85
1291,1:positive,1:positive,,0.82
1292,1:positive,1:positive,,0.91
1293,1:positive,1:positive,,0.96
1294,1:positive,1:positive,,0.97
1295,2:negative,2:negative,,0.76
1296,1:positive,1:positive,,0.98
1297,1:positive,1:positive,,0.96
1298,2:negative,2:negative,,0.76
1299,1:positive,1:positive,,0.98
1300,1:positive,1:positive,,0.99
1301,1:positive,1:positive,,0.96
1302,1:positive,1:positive,,0.94
1303,1:positive,1:positive,,0.92
1304,1:positive,1:positive,,0.99
1305,1:positive,1:positive,,0.94
1306,1:positive,1:positive,,0.97
1307,1:positive,1:positive,,0.96
1308,1:positive,1:positive,,0.99
1309,1:positive,1:positive,,0.95
1310,2:negative,2:negative,,0.85
1311,1:positive,1:positive,,0.99
1312,1:positive,1:positive,,0.9
1313,1:positive,1:positive,,0.94
1314,2:negative,2:negative,,0.85
1315,1:positive,1:positive,,0.92
1316,1:positive,1:positive,,0.96
1317,1:positive,1:positive,,0.91
1318,2:negative,2:negative,,0.8
1319,1:positive,1:positive,,0.91
1320,1:positive,1:positive,,0.97
1321,1:positive,1:positive,,0.87
1322,2:negative,2:negative,,0.86
1323,2:negative,2:negative,,0.83
1324,3:neutral,3:neutral,,0.66
1325,2:negative,2:negative,,0.69
1326,1:positive,1:positive,,0.97
1327,2:negative,2:negative,,0.79
1328,1:positive,1:positive,,0.86
1329,1:positive,1:positive,,0.99
1330,1:positive,1:positive,,0.97
1331,1:positive,1:positive,,0.97
1332,1:positive,1:positive,,0.95
1333,1:positive,1:positive,,0.9
1334,1:positive,1:positive,,0.97
1335,1:positive,1:positive,,0.95
1336,2:negative,2:negative,,0.75
1337,2:negative,2:negative,,0.83
1338,1:positive,1:positive,,0.9
1339,1:positive,1:positive,,0.98
1340,2:negative,2:negative,,0.86
1341,1:positive,1:positive,,0.95
1342,1:positive,1:positive,,0.97
1343,1:positive,1:positive,,0.98
1344,1:positive,1:positive,,0.96
1345,1:positive,1:positive,,0.8
1346,1:positive,1:positive,,0.89
1347,2:negative,2:negative,,0.75
1348,1:positive,1:positive,,0.89
1349,2:negative,2:negative,,0.84
1350,1:positive,1:positive,,0.9
1351,1:positive,1:positive,,1
1352,1:positive,1:positive,,0.99
1353,1:positive,1:positive,,0.99
1354,1:positive,1:positive,,0.99
1355,1:positive,1:positive,,0.99
1356,2:negative,2:negative,,0.95
1357,2:negative,2:negative,,0.88
1358,1:positive,1:positive,,0.92
1359,1:positive,1:positive,,0.89
1360,1:positive,1:positive,,0.99
1361,1:positive,1:positive,,0.98
1362,1:positive,1:positive,,0.89
1363,1:positive,1:positive,,0.96
1364,1:positive,1:positive,,0.92
1365,2:negative,2:negative,,0.87
1366,1:positive,1:positive,,0.95
1367,1:positive,1:positive,,0.96
1368,1:positive,1:positive,,0.95
1369,1:positive,1:positive,,0.98
1370,1:positive,1:positive,,0.94
1371,2:negative,2:negative,,0.81
1372,1:positive,1:positive,,1
1373,1:positive,1:positive,,0.95
1374,1:positive,1:positive,,0.99
1375,1:positive,1:positive,,0.88
1376,1:positive,1:positive,,1
1377,2:negative,2:negative,,0.74
1378,1:positive,1:positive,,0.95
1379,2:negative,2:negative,,0.88
1380,1:positive,1:positive,,0.89
1381,2:negative,2:negative,,0.83
1382,1:positive,1:positive,,0.99
1383,1:positive,1:positive,,0.9
1384,2:negative,2:negative,,0.86
1385,1:positive,1:positive,,0.97
1386,2:negative,2:negative,,0.8
1387,1:positive,1:positive,,1
1388,1:positive,1:positive,,0.98
1389,1:positive,1:positive,,1
1390,1:positive,1:positive,,0.94
1391,1:positive,1:positive,,0.94
1392,1:positive,1:positive,,0.94
1393,1:positive,1:positive,,0.99
1394,2:negative,2:negative,,0.78
1395,1:positive,1:positive,,0.97
1396,2:negative,2:negative,,0.84
1397,1:positive,1:positive,,0.99
1398,1:positive,1:positive,,0.89
1399,1:positive,1:positive,,0.92
1400,1:positive,1:positive,,0.93
1401,1:positive,1:positive,,0.87
1402,1:positive,1:positive,,0.92
1403,1:positive,1:positive,,1
1404,1:positive,1:positive,,0.9
1405,1:positive,1:positive,,0.97
1406,1:positive,1:positive,,0.87
1407,1:positive,1:positive,,0.85
1408,1:positive,1:positive,,0.99
